Topic_Folder,Source_File,Sentence,Extracted_Aspects,Sentiment,Confidence_Score
Peer Music,WXA3LM_peer_music.txt,"So I don't think I felt connected to their songs, but I did generally enjoy them.","i, i, their songs, i, them",Neutral,0.5078
Peer Music,X8MNUK_peer_music.txt,"If it was someone else’s song, I would wonder who had picked it.","it, someone else’s song, i, who, it",Neutral,0.7098
Peer Music,X8MNUK_peer_music.txt,I definitely thought it was interesting to kind of picture why that person liked that song.,"i, it, kind of picture, that person, that song",Positive,0.9276
Peer Music,X8MNUK_peer_music.txt,"Or like, what about it made that their favorite song.",it,Neutral,0.8018
Peer Music,X8MNUK_peer_music.txt,I was wondering why they connected so much to the song and like what it was about the song that made them like it so much.,"i, they, the song, what, it, the song, that, them, it",Neutral,0.5356
Peer Music,X8MNUK_peer_music.txt,"Because when we were listening to the songs, some of them I didn't really relate to at all","we, the songs, some, them, i",Negative,0.7626
Peer Music,X8MNUK_peer_music.txt,"and I had no emotional connection to, but someone else obviously connected to it a lot.","i, no emotional connection, someone, it",Neutral,0.6106
Peer Music,X8MNUK_peer_music.txt,So I guess I would want to see what it was about.,"i, i, what, it",Neutral,0.8493
Peer Music,X8MNUK_peer_music.txt,"I just think it's interesting learning about different people, what it is about them that connects them to that song.","i, it, different people, what, it, them, that, them, that song",Positive,0.8883
Peer Music,X8MNUK_peer_music.txt,"I think that'd be cool, yeah.","i, that",Positive,0.9478
Peer Music,7D8BPD_peer_music.txt,"Yeah, I felt like there was one that I enjoyed more than the other.","i, that, i",Positive,0.8237
Peer Music,7D8BPD_peer_music.txt,"They very much seemed to be more like, in my opinion, what's popular right now.","they, my opinion, what",Neutral,0.6317
Peer Music,7D8BPD_peer_music.txt,"Like I could identify the genres and I was like,","i, the genres, i",Neutral,0.7416
Peer Music,7D8BPD_peer_music.txt,"oh yeah, like that makes sense.","that, sense",Positive,0.5318
Peer Music,7D8BPD_peer_music.txt,"I, you know, like a different person would enjoy this.","i, you, a different person, this",Positive,0.6436
Peer Music,2IR3MC_peer_music.txt,It was like interesting.,it,Positive,0.8868
Peer Music,2IR3MC_peer_music.txt,"I was like, so because there was a couple times where it was like my music, but it was only me in.","i, a couple times, it, my music, it, me",Neutral,0.7719
Peer Music,2IR3MC_peer_music.txt,the sort of breakout room thing.,"the sort, breakout room thing",Neutral,0.7524
Peer Music,2IR3MC_peer_music.txt,And then there was like certain situations where it was my music and it was other people.,"certain situations, it, my music, it, other people",Neutral,0.8089
Peer Music,2IR3MC_peer_music.txt,"And so when it was other people, I was sort of like, part of it was like, I wonder if they also know what this song is because some of the songs on my list were like not like super like underground songs.","it, other people, i, sort of like, part, it, i, they, what, this song, some, the songs, my list, underground songs",Neutral,0.7502
Peer Music,2IR3MC_peer_music.txt,They were like popular enough.,they,Positive,0.6563
Peer Music,2IR3MC_peer_music.txt,"But it was also sort of a situation, especially because this like last song, it was someone else's song, but I did not resonate with it at all.","it, sort of a situation, this, last song, it, someone else's song, i, it",Negative,0.7882
Peer Music,2IR3MC_peer_music.txt,"And so part of me like thinking retroactively, I'm like, I wonder if anyone else in listening to songs kind of had that same response where it's like, it sounds cool, but like I'm not like really resonating with it.","me, i, i, anyone, songs, that same response, it, it, i, it",Neutral,0.6067
Peer Music,2IR3MC_peer_music.txt,And then there was like another song from one of the participants.,"another song, the participants",Neutral,0.8801
Peer Music,2IR3MC_peer_music.txt,I think it might have just been I'm trying to think.,"i, it, i",Neutral,0.8247
Peer Music,2IR3MC_peer_music.txt,I think it was just one of their songs that makes them want to move or something like that.,"i, it, their songs, that, them, something, that",Neutral,0.8313
Peer Music,2IR3MC_peer_music.txt,And I liked it.,"i, it",Positive,0.8392
Peer Music,2IR3MC_peer_music.txt,"And I was like, oh, like, but what was interesting about both of those songs is like, I could vaguely hear and make like guesses on the artist, even if I didn't know the song, which was like really interesting.","i, what, both, those songs, i, guesses, the artist, i, the song, which",Positive,0.9342
Peer Music,PF65TG_peer_music.txt,"I think I was more excited to hear like someone else's like music tours, even if I like didn't like it.","i, i, someone, music tours, i, it",Positive,0.8475
Peer Music,PF65TG_peer_music.txt,"Like I was still like, oh, like it's a new song","i, it, a new song",Neutral,0.6337
Peer Music,PF65TG_peer_music.txt,and then I've never heard it before.,"i, it",Neutral,0.5546
Peer Music,PF65TG_peer_music.txt,Like I'll listen to it.,"i, it",Positive,0.4959
Peer Music,V4HSKU_peer_music.txt,I don't really care about what other people are thinking about during in that room just because it's my favorite and I enjoy it.,"i, what, other people, that room, it, i, it",Positive,0.9427
Peer Music,V4HSKU_peer_music.txt,"And then along with the other people, or I guess I'll just stick with that for now, but with the other people in the room with their favorite song, I feel like I was more prone to like wanting to enjoy it for their purposes because it's someone else's favorite song in the room.","the other people, i, i, that, the other people, the room, their favorite song, i, i, it, their purposes, it, someone else's favorite song, the room",Positive,0.6812
Peer Music,V4HSKU_peer_music.txt,then there's other people in the room.,"other people, the room",Neutral,0.7634
Peer Music,V4HSKU_peer_music.txt,I would say I was kind of doing the same thing.,"i, i, the same thing",Neutral,0.8391
Peer Music,V4HSKU_peer_music.txt,"Like I wanted other people to enjoy it, but also like it's my favorite song.","i, other people, it, it, my favorite song",Positive,0.9435
Peer Music,J4J4VY_peer_music.txt,"I thought it was cool seeing like where other people were from

Honestly, I heard mostly my songs, I thought, but one of the other person's songs I thought felt very like music theater type of vibe in a way that I don't really enjoy.","i, it, other people, i, my songs, i, the other person's songs, i, music theater type, vibe, a way, that, i",Positive,0.628
Peer Music,J4J4VY_peer_music.txt,But I still thought it was like more enjoyable compared to the first computer generate or the algorithm song.,"i, it, the first computer generate, the algorithm song",Positive,0.8732
Peer Music,J4J4VY_peer_music.txt,"Yeah, the real person's song, I was more of like, this is someone's favorite song.","the real person's song, i, this, someone's favorite song",Positive,0.6325
Peer Music,J4J4VY_peer_music.txt,"Like, they must like something about it.","they, something, it",Positive,0.6049
Peer Music,J4J4VY_peer_music.txt,And I was kind of curious like what they like about it.,"i, what, they, it",Neutral,0.7424
Peer Music,J4J4VY_peer_music.txt,"It was more interesting, I would say, just because I don't know anything about them.","it, i, i, anything, them",Positive,0.8058
Peer Music,J4J4VY_peer_music.txt,"That I found myself kind of being like, oh, what type of person do I think would like this?","i, myself, what type, person, i, this",Neutral,0.7712
Peer Music,J4J4VY_peer_music.txt,"Or based on the map that I saw, like, which school do I think they might be from?","the map, that, i, i, they",Neutral,0.9135
Peer Music,J4J4VY_peer_music.txt,So I thought that part was interesting.,"i, that part",Positive,0.9314
Peer Music,J4J4VY_peer_music.txt,"It also felt like less pressure to be like, I really like this.","it, less pressure, i, this",Positive,0.948
Peer Music,J4J4VY_peer_music.txt,"So normally when my friends recommend me music, I'm more inclined to say I like it.","my friends, me, music, i, i, it",Positive,0.8043
Peer Music,J4J4VY_peer_music.txt,"If I actually don't, then I was with the anonymous people.","i, i, the anonymous people",Neutral,0.6637
Peer Music,XWM6DC_peer_music.txt,I've already forgotten half of them.,"i, half, them",Negative,0.54
Peer Music,XWM6DC_peer_music.txt,"Fine to good in general, I suppose.",i,Positive,0.694
Peer Music,XWM6DC_peer_music.txt,"Like, I mean, they were songs.","i, they, songs",Neutral,0.7699
Peer Music,XWM6DC_peer_music.txt,I hadn't heard any of them before.,"i, any, them",Neutral,0.6861
Peer Music,IF5UTV_peer_music.txt,"when I was there, it was like, the person was also from a place that's meaningful to me.","i, it, the person, a place, that, me",Neutral,0.6082
Peer Music,IF5UTV_peer_music.txt,"And it was a song I hadn't heard before, but that I really connected with.","it, a song, i, i",Positive,0.9338
Peer Music,IF5UTV_peer_music.txt,"And I feel like I was able to like, it was a really sad song.","i, i, it, a really sad song",Neutral,0.4698
Peer Music,IF5UTV_peer_music.txt,So I feel like I connected to it more.,"i, i, it",Positive,0.9085
Peer Music,IF5UTV_peer_music.txt,And it almost felt like more meaningful.,it,Positive,0.8462
Peer Music,IF5UTV_peer_music.txt,"But otherwise, I didn't experience a lot of connection.","i, a lot, connection",Negative,0.7103
Peer Music,IF5UTV_peer_music.txt,"When my favorite song was playing one time, and there were like four different people from four different states, I was like, I wonder what the person from Texas is thinking of this song versus like the person from New Jersey.","my favorite song, four different people, four different states, i, i, what, the person, texas, this song, the person, new jersey",Neutral,0.5956
Peer Music,IF5UTV_peer_music.txt,Like I hope they both like it.,"i, they, both, it",Positive,0.7919
Peer Music,IF5UTV_peer_music.txt,"Like I wish I could see if they liked it, but that's really it.","i, i, they, it, that, it",Neutral,0.6859
Peer Music,IF5UTV_peer_music.txt,"The one song that I heard when the other person was in the room, I really liked.","the one song, that, i, the other person, the room, i",Positive,0.9521
Peer Music,IF5UTV_peer_music.txt,The other one was like completely out of my normal listening habits.,"the other one, my normal listening habits",Negative,0.6247
Peer Music,IF5UTV_peer_music.txt,And I found it like abrasive.,"i, it",Neutral,0.5483
Peer Music,IF5UTV_peer_music.txt,So I wasn't a big fan of it.,"i, a big fan, it",Negative,0.8643
Peer Music,IF5UTV_peer_music.txt,"For other people's songs, I went in like very open-minded and pretty excited.","other people's songs, i",Positive,0.9568
Peer Music,IF5UTV_peer_music.txt,"Like, I like hearing songs that are meaningful to people and trying to figure out why they are meaningful.","i, songs, that, people, they",Positive,0.8963
Peer Music,IF5UTV_peer_music.txt,So I was excited about those,"i, those",Positive,0.9842
Peer Music,Y9N2G1_peer_music.txt,"It was nice, you know, listening to other folks' interests, which I was not sure about.","it, you, other folks' interests, i",Positive,0.8354
Peer Music,Y9N2G1_peer_music.txt,"So, like, now I get to know that people do have different kind of tastes.","i, people, different kind, tastes",Neutral,0.6684
Peer Music,Y9N2G1_peer_music.txt,They were very varied.,they,Neutral,0.7317
Peer Music,Y9N2G1_peer_music.txt,"A few were kind of, I mean, on the valence scale, like few were, like, I mean, there were songs which made me feel happy.","i, the valence scale, i, songs, which, me",Positive,0.8881
Peer Music,Y9N2G1_peer_music.txt,"There were also like kind of slow songs, mellow songs, which were kind of made me feel sad.","slow songs, mellow songs, which, me",Negative,0.6383
Peer Music,Y9N2G1_peer_music.txt,"So yeah, there were on a huge scale, I would say.","a huge scale, i",Neutral,0.7381
Peer Music,IOEYMP_peer_music.txt,"I think it was, I think it's a cool concept, but since we don't actually get to interact, then it's, it like doesn't really feel like there are other people.","i, it, i, it, a cool concept, we, it, it, other people",Neutral,0.5501
Peer Music,IOEYMP_peer_music.txt,"It's just like, there could be people that are listening to the same music at the same time as me.","it, people, that, the same music, the same time, me",Neutral,0.6346
Peer Music,IOEYMP_peer_music.txt,"But it's just, there's like a disconnect.","it, a disconnect",Negative,0.5704
Peer Music,IOEYMP_peer_music.txt,"at the same time in like the rooms that I was in with people, I was also like, if we were listening to my music, then I was like, oh, I hope this isn't, I hope this doesn't like suck.","the same time, the rooms, that, i, people, i, we, my music, i, i, this, i, this",Negative,0.4941
Peer Music,IOEYMP_peer_music.txt,I hope it's not like a bad song choice or something.,"i, it, a bad song choice, something",Neutral,0.6604
Peer Music,IOEYMP_peer_music.txt,"Like I was like kind of more critical of like my music taste, I guess.","i, my music taste, i",Neutral,0.7807
Peer Music,IOEYMP_peer_music.txt,"I think I only listened to like a couple of other people's songs, but the first one I heard I like really liked.","i, i, a couple, other people's songs, the first one, i, i",Positive,0.9462
Peer Music,IOEYMP_peer_music.txt,It was like something that I would listen to.,"it, something, that, i",Positive,0.6011
Peer Music,IOEYMP_peer_music.txt,"And I was like, oh, I would listen to something like this.","i, i, something, this",Positive,0.5161
Peer Music,IOEYMP_peer_music.txt,So I was like kind of excited about that.,"i, that",Positive,0.9736
Peer Music,WOGMXV_peer_music.txt,I thought it was kind of cool when I was in a room with multiple people and I was listening to someone else's song.,"i, it, i, a room, multiple people, i, someone else's song",Positive,0.9666
Peer Music,WOGMXV_peer_music.txt,I feel like because with the participants songs I was trying to figure out like how the song would connect to them and kind of like I guess understand it on a more personal level and a human level.,"i, the participants songs, i, the song, them, i, it, a more personal level, a human level",Neutral,0.77
Peer Music,WOGMXV_peer_music.txt,"It's like comforting to know that when someone listened to a song, they thought, oh, I think that Gianna would like this song, or I think that this person would like this song.","it, someone, a song, they, i, gianna, this song, i, this person, this song",Positive,0.8193
Peer Music,WOGMXV_peer_music.txt,"I, in listening to the other, I think it was once I like listened to someone else's favorite song","i, i, it, i, someone else's favorite song",Positive,0.7353
Peer Music,WOGMXV_peer_music.txt,and I had literally no idea like why that song meant something to them.,"i, no idea, that song, something, them",Negative,0.5207
Peer Music,WOGMXV_peer_music.txt,I listened to two songs that were like other people's favorites and I had never heard of either of them.,"i, two songs, that, other people's favorites, i, either, them",Neutral,0.6336
Peer Music,WOGMXV_peer_music.txt,So it was just kind of like a completely new song.,"it, a completely new song",Neutral,0.7681
Peer Music,WOGMXV_peer_music.txt,"I was like, oh, cool.",i,Positive,0.883
Peer Music,WOGMXV_peer_music.txt,Yeah.,No clear aspect,Neutral,0.5491
Peer Music,WOGMXV_peer_music.txt,"Just taking in the song itself and just, yeah.","the song, itself",Neutral,0.7831
Peer Music,WOGMXV_peer_music.txt,Cool.,No clear aspect,Positive,0.842
Peer Music,6759KU_peer_music.txt,"I think,",i,Neutral,0.6807
Peer Music,6759KU_peer_music.txt,"yeah,",No clear aspect,Neutral,0.5388
Peer Music,6759KU_peer_music.txt,"I was definitely more focused when it came to like other people's suggestions versus the computers, just because...","i, it, other people's suggestions, the computers",Positive,0.5286
Peer Music,6759KU_peer_music.txt,I enjoy learning about other people's music tastes and stuff and really want to try to see if I would enjoy like listening to it as well.,"i, other people's music, stuff, i, it",Positive,0.919
Peer Music,X1QQ4F_peer_music.txt,"or some of the songs that other people picked, it just wasn't my style and I was like, “oh, I wonder why this is their favorite.”

there was one with guitar that actually I thought it was nice","or some, the songs, that, other people, it, my style, i, i, this, guitar, that, i, it",Neutral,0.5366
Peer Music,X1QQ4F_peer_music.txt,"and it was fun, but that one also felt long, so I don't know if it was just because it was.","it, i, it, it",Positive,0.6545
Peer Music,X1QQ4F_peer_music.txt,If it's stagnant or it was just kind of the same thing for a while.,"it, it, kind of the same thing, a while",Neutral,0.5347
Peer Music,X1QQ4F_peer_music.txt,But they were cool.,they,Positive,0.7993
Peer Music,X1QQ4F_peer_music.txt,It was definitely interesting.,it,Positive,0.9665
Peer Music,X1QQ4F_peer_music.txt,"But yeah, not my cup of tea usually.","but yeah, not my cup, tea",Negative,0.6045
Peer Music,X1QQ4F_peer_music.txt,"there's a chance that maybe it was like when I listened to one of the other person's songs where it was, like, maybe they were thinking the same thing.","a chance, it, i, the other person's songs, it, they, the same thing",Neutral,0.8534
Peer Music,X6YZK0_peer_music.txt,"I don't know if like this makes sense, but I almost like gave it more attention because I felt like, it's like respectful to actually like listen to it before I pass judgment to it.","i, this, sense, i, it, more attention, i, it, it, i, judgment, it",Neutral,0.5628
Peer Music,OSF8B7_peer_music.txt,I really liked the one.,"i, the one",Positive,0.97
Peer Music,OSF8B7_peer_music.txt,I think I've heard it like once before.,"i, i, it",Neutral,0.8064
Peer Music,OSF8B7_peer_music.txt,It kind of sounded like a Lovejoy song.,"it, a lovejoy song",Positive,0.5839
Peer Music,OSF8B7_peer_music.txt,It might have been a Lovejoy song.,"it, a lovejoy song",Neutral,0.5912
Peer Music,OSF8B7_peer_music.txt,It sounded like them.,"it, them",Neutral,0.7207
Peer Music,OSF8B7_peer_music.txt,But my friend really likes that band and it sounds like a song she would like.,"my friend, that band, it, a song, she",Positive,0.965
Peer Music,OSF8B7_peer_music.txt,And I think I've heard it from her.,"i, i, it, her",Neutral,0.7555
Peer Music,OA8J4N_peer_music.txt,"I think I was definitely more open-minded to the ones from other participants because I'm like, they're other people.","i, i, the ones, other participants, i, they, other people",Positive,0.7398
Peer Music,OA8J4N_peer_music.txt,So they have like a reason why this is their favorite song or this is a song that makes them want to dance or whatever.,"they, a reason, this, their favorite song, this, a song, that, them",Neutral,0.523
Peer Music,Z01ABO_peer_music.txt,there was just something so like personal about somebody like me imagining somebody like totally like jamming out through a song.,"just something, somebody, me, somebody, a song",Neutral,0.5011
Peer Music,Z01ABO_peer_music.txt,just something about knowing that it's like somebody was like sharing it was fun.,"just something, it, somebody, it",Positive,0.845
Peer Music,Z01ABO_peer_music.txt,"I know of the ones that I received, they were generally like fairly like happy kind of like romance songs.","i, the ones, that, i, they, romance songs",Positive,0.7528
Peer Music,Z01ABO_peer_music.txt,"And they're kind of like I don't know, like any artist, because it was actually kind of funny, because I was listening to it, and I was like, these songs remind me of my friend Katie, who listens to songs like these.","they, i, any artist, it, i, it, i, these songs, me, my friend, katie, who, songs, these",Positive,0.9055
Peer Music,0M3LDX_peer_music.txt,I thought it was alright.," i, it",Positive,0.616
Peer Music,0M3LDX_peer_music.txt,Like it sounded good.,it,Positive,0.9278
Peer Music,0M3LDX_peer_music.txt,"And like I can see how someone would be interested in that, be connected to it.","i, someone, that, it",Positive,0.504
Peer Music,0M3LDX_peer_music.txt,"It's, it wasn't something I was personally interested in, but I could see the appeal","it, it, something, i, i, the appeal",Neutral,0.5513
Peer Music,0M3LDX_peer_music.txt,"and I was like, it's kind of cool.","i, it",Positive,0.9592
Peer Music,0M3LDX_peer_music.txt,"Just not my vibe, I guess.",i,Negative,0.8293
Peer Music,0M3LDX_peer_music.txt,"My thoughts were kind of different because when I was listening to the someone else's favorite song, it was like, okay, someone likes this.","my thoughts, i, the someone else's favorite song, it, someone, this",Positive,0.6643
Peer Music,0M3LDX_peer_music.txt,"They put, they took the time to write it out on the survey on the list.","they, they, the time, it, the survey, the list",Neutral,0.8648
Peer Music,0M3LDX_peer_music.txt,"Like, it's someone's personal favorite for some reason.","it, someone's personal favorite, some reason",Neutral,0.5358
Peer Music,0M3LDX_peer_music.txt,"And, you know, there's like that human connection to it.","you, that, human connection, it",Neutral,0.7221
Peer Music,0M3LDX_peer_music.txt,"For the human selected ones, a human actually went through that, has some sort of connection to it.","the human selected ones, a human, that, some sort, connection, it",Neutral,0.8806
Peer Music,35A4QY_peer_music.txt,"It was really, I thought it would have been cool to hear more people's other like favorite songs because the last one was someone else's and that was like an incredible song.","it, i, it, more people, favorite songs, the last one, someone, that, an incredible song",Positive,0.9723
Peer Music,35A4QY_peer_music.txt,And it was cool to see that.,"it, that",Positive,0.9742
Peer Music,35A4QY_peer_music.txt,"I was like, oh, like it's cool that they put that in because I can see why it was like their favorite song kind of.","i, it, they, that, i, it, their favorite song kind",Positive,0.8756
Peer Music,35A4QY_peer_music.txt,Like cool how I could like imagine the way that they like would have it as their favorite song and like experience that.,"i, the way, that, they, it, their favorite song, that",Positive,0.7481
Peer Music,35A4QY_peer_music.txt,"And that was just cool and also cool to share like one of our own too, basically.",that,Positive,0.9818
Peer Music,35A4QY_peer_music.txt,I think I heard one that like makes you move from the other person and one that was like their personal favorite song basically.,"i, i, that, you, the other person, one, that, their personal favorite song",Neutral,0.7408
Peer Music,35A4QY_peer_music.txt,She's like it's more connected.,"she, it",Positive,0.5097
Peer Music,35A4QY_peer_music.txt,And like the one that makes you move song is like that was still a cool song obviously.,"the one, that, you, song, that, a cool song",Positive,0.8125
Peer Music,35A4QY_peer_music.txt,"It's just this less, has less emotional depth of just like, they enjoy it, but it's less like, I can really see how the other one's more connected to them, basically.","it, less emotional depth, they, it, it, i, them",Neutral,0.557
Peer Music,J0QRGC_peer_music.txt,It was good.,it,Positive,0.9725
Peer Music,J0QRGC_peer_music.txt,I don't know.,i,Neutral,0.5667
Peer Music,J0QRGC_peer_music.txt,I really.,i,Neutral,0.6539
Peer Music,J0QRGC_peer_music.txt,"kind of didn't like some of the other songs that like the other participants liked, but yeah.","some, the other songs, that, the other participants",Negative,0.5674
Peer Music,J0QRGC_peer_music.txt,"I kind of thought that there would be a wider range of genres, like from other people.","i, a wider range, genres, other people",Neutral,0.8264
Peer Music,J0QRGC_peer_music.txt,"I think for like listening to other people's songs, I kind of just like listening to it, I kind of just tried to like enjoy it and see if I recognized the song and if I liked it and thought it was like relatable.","i, other people's songs, i, it, i, it, i, the song, i, it, it",Positive,0.7845
Peer Music,J0QRGC_peer_music.txt,And most of the time it wasn't.,"the time, it",Neutral,0.5738
Peer Music,J0QRGC_peer_music.txt,"And I was also kind of just thinking like how similar they are to other songs that I like

I feel like some of the songs that I listen to or that I like, I know that most other people probably won't like them or it just sounds weird to them.","i, they, other songs, that, i, i, some, the songs, that, i, i, i, most other people, them, it, them",Neutral,0.49
Peer Music,J0QRGC_peer_music.txt,But I still liked listening to those songs.,"i, those songs",Positive,0.7874
Peer Music,382LOS_peer_music.txt,"From the ones that I heard, they weren't my, I wouldn't say they weren't my kind of taste.","the ones, that, i, they, my, i, they, my kind, taste",Neutral,0.6627
Peer Music,382LOS_peer_music.txt,"I did, find myself trying to enjoy the music.","i, myself, the music",Positive,0.8045
Peer Music,382LOS_peer_music.txt,"I didn't find myself, trying to judge the other person for it.","i, myself, the other person, it",Negative,0.5054
Peer Music,382LOS_peer_music.txt,"More of like, okay, this is one of your favorite songs.","this, your favorite songs",Positive,0.9263
Peer Music,382LOS_peer_music.txt,I'll try to understand why.,i,Neutral,0.8047
Peer Music,382LOS_peer_music.txt,"And, you know, there was like 1 Taylor Swift song that I reckoned.","you, 1 taylor swift song, that, i",Neutral,0.797
Peer Music,382LOS_peer_music.txt,that I didn't recognize.,i,Neutral,0.4811
Peer Music,382LOS_peer_music.txt,I just knew her voice.,"i, her voice",Neutral,0.7015
Peer Music,382LOS_peer_music.txt,"Like, okay, I don't like Taylor Swift personally, but I saw myself trying to understand why this person would like this song.","i, taylor swift, i, myself, this person, this song",Negative,0.5166
Peer Music,382LOS_peer_music.txt,And the same goes for other songs that I heard that weren't mine.,"other songs, that, i, that",Neutral,0.6668
Peer Music,382LOS_peer_music.txt,"I think I was just trying to listen to the beauty of it, I guess.","i, i, the beauty, it, i",Positive,0.4987
Peer Music,382LOS_peer_music.txt,"Trying to recognize, okay, this is objectively, this is a good song.","this, this, a good song",Positive,0.8691
Peer Music,382LOS_peer_music.txt,I kind of understand this is why somebody would listen to it.,"i, this, somebody, it",Neutral,0.5754
Peer Music,382LOS_peer_music.txt,And I did lack a little bit in paying attention to the lyrics and the meaning out of it.,"i, attention, the lyrics, the meaning, it",Negative,0.6599
Peer Music,382LOS_peer_music.txt,But I definitely found myself a lot more just trying to find the feeling that the song might give somebody.,"i, myself, the feeling, the song, somebody",Positive,0.5174
Peer Music,382LOS_peer_music.txt,And hopefully that would be like the reason why they like that song so much.,"that, the reason, they, that song",Positive,0.8517
Peer Music,382LOS_peer_music.txt,"Yeah, it was more about just like the feeling","it, the feeling",Neutral,0.722
Peer Music,382LOS_peer_music.txt,and I guess the aesthetic of the song rather than the actual meaning behind it that I focused more on.,"i, the aesthetic, the song, the actual meaning, it, i",Neutral,0.6394
Peer Music,9772KI_peer_music.txt,I didn't know either of the like other people's like answers that they had submitted that were played.,"i, the like other people, answers, that, they, that",Negative,0.4919
Peer Music,9772KI_peer_music.txt,So I liked those too.,"i, those",Positive,0.8805
Peer Music,9772KI_peer_music.txt,"And for the other peoples, I kind of like wondered if they would be like songs that I knew and both of them weren't.","the other peoples, i, they, songs, that, i, both, them",Neutral,0.6999
Peer Music,9772KI_peer_music.txt,So that was interesting to like open up to.,that,Positive,0.9577
Peer Music,6R5ITB_peer_music.txt,I thought that was kind of fun.,"i, that, kind of fun",Positive,0.9555
Peer Music,6R5ITB_peer_music.txt,It was kind of fun to just like listen to other people's music and my music.,"it, kind of fun, other people's music, my music",Positive,0.9627
Peer Music,6R5ITB_peer_music.txt,I thought they were good.,"i, they",Positive,0.8585
Peer Music,6R5ITB_peer_music.txt,"I hadn't heard any of them before, which I was a little bit surprised, but also not surprised by.","i, any, them, i",Neutral,0.5964
Peer Music,6R5ITB_peer_music.txt,I feel like there's just so much music out there.,"i, just so much music",Positive,0.8136
Peer Music,6R5ITB_peer_music.txt,I didn't really expect to know them.,"i, them",Negative,0.5331
Peer Music,6R5ITB_peer_music.txt,Sure.,No clear aspect,Neutral,0.4753
Peer Music,6R5ITB_peer_music.txt,But I thought they were good.,"i, they",Positive,0.7401
Peer Music,6R5ITB_peer_music.txt,"I feel like they were just maybe a little bit different than the music that I listened to, but it was still fun.","i, they, the music, that, i, it",Positive,0.8327
Peer Music,6R5ITB_peer_music.txt,"Like I could kind of see where, like why someone would have this as their favorite song or like why they would have it as their, like a upbeat song.","i, someone, this, their favorite song, they, it, their, a upbeat song",Neutral,0.6879
Peer Music,6R5ITB_peer_music.txt,"And then for other people's, music.","other people's, music",Neutral,0.8207
Peer Music,6R5ITB_peer_music.txt,I don't know if I had any expectations.,"i, i, any expectations",Negative,0.5029
Peer Music,6R5ITB_peer_music.txt,I was kind of just excited to see what other people put.,"i, what, other people",Positive,0.9464
Peer Music,6R5ITB_peer_music.txt,I was kind of cool to see like where they were from.,"i, they",Positive,0.9316
Peer Music,6R5ITB_peer_music.txt,There was this one song that was a little bit more country-esque.,"this one song, that",Neutral,0.6998
Peer Music,6R5ITB_peer_music.txt,"And I was like, yeah, this checks out.","i, this",Positive,0.7574
Peer Music,6R5ITB_peer_music.txt,"I liked when, this is gonna sound silly, but I feel like I could like kind of like make up their personality, even though I couldn't like see them based on the song.","i, this, i, i, their personality, i, them, the song",Positive,0.7912
Peer Music,6R5ITB_peer_music.txt,"Just because I feel like certain types of music kind of have certain personalities of not always, but so I was kind of like imagining like, what that person is like in my head.","i, certain types, music, certain personalities, i, what, that person, my head",Neutral,0.8397
Peer Music,62U759_peer_music.txt,I think that it's... kind of a big honor to listen to somebody else's favorite song or something like that.,"i, it, kind of a big honor, somebody else's favorite song, something, that",Positive,0.9656
Peer Music,62U759_peer_music.txt,So I definitely felt like a certain level of responsibility to pay attention.,"i, a certain level, responsibility, attention",Neutral,0.715
Peer Music,62U759_peer_music.txt,"And that's sort of the, like when you mentioned talking about like thinking about connection, like that's what I was thinking about, like the respect of like giving somebody's favorite thing the attention that it deserves.","that, sort of the, you, connection, that, what, i, the respect, somebody's favorite thing, the attention, that, it",Neutral,0.6425
Peer Music,62U759_peer_music.txt,"I think especially with songs, they're is a lot of meaning behind it and who showed you that song for the first time.","i, songs, they, a lot, meaning, it, who, you, that song, the first time",Neutral,0.7021
Peer Music,62U759_peer_music.txt,Like you'll always have certain memories associated with a song and like who you have shared it with.,"you, certain memories, a song, who, you, it",Neutral,0.7378
Peer Music,62U759_peer_music.txt,So I think that it sort of gives you a view of a person and their experience without them necessarily telling you.,"i, it, you, a view, a person, their experience, them, you",Neutral,0.8466
Peer Music,62U759_peer_music.txt,"And like with these being complete strangers where I couldn't see their faces, like I was like, oh, maybe they have some sort of connection to this in their personal life and that deserves a certain level of empathy and respect.","these, complete strangers, i, their faces, i, they, some sort, connection, this, their personal life, that, a certain level, empathy, respect",Neutral,0.6607
Peer Music,62U759_peer_music.txt,"I mean, sharing anything, like sharing your favorite food with somebody.","i, anything, your favorite food, somebody",Neutral,0.5855
Peer Music,62U759_peer_music.txt,Like it's something that means something to you.,"it, something, that, something, you",Positive,0.5626
Peer Music,62U759_peer_music.txt,And so you want it to mean things to other people.,"you, it, things, other people",Neutral,0.5506
Peer Music,62U759_peer_music.txt,"And that's just heightened with songs and music, I feel like.","that, songs, music, i",Neutral,0.7792
Peer Music,62U759_peer_music.txt,"I think that even though the songs that played that they were saying were their favorite, I had no idea.","i, the songs, that, they, i, no idea",Neutral,0.6065
Peer Music,62U759_peer_music.txt,I had never heard them before.,"i, them",Neutral,0.5846
Peer Music,62U759_peer_music.txt,Like listening to the lyrics and not having any distractions sort of made me focus on the lyrics and that definitely made me feel a certain level of connection.,"the lyrics, any distractions, me, the lyrics, that, me, a certain level, connection",Positive,0.8741
Peer Music,62U759_peer_music.txt,to the people and made me kind of curious to learn more about them.,"the people, me, them",Positive,0.8068
